id,gender,age,aum227,aum306
121912,M,33,99.66,104.17
121913,M,24,1.56,1.56
121914,M,21,17.56,17.56
121915,F,36,860.31,75.99
121916,M,30,9.78,9.78
121917,M,40,243.69,243.69
121918,M,28,11011.42,7361.42
121919,F,51,10707.75,10713.31
121920,M,33,0.89,0.89
121921,M,27,0,0
121922,M,41,110819,104546.56
121923,M,59,328112.43,321969.58
121924,M,46,0.01,2.36
121925,M,31,4.49,2.94
121926,M,29,40532.49,40554.57
121927,M,21,439.76,2.16
121928,M,49,409555.13,360005.13
121929,M,31,0.1,0.1
121930,M,31,60448.56,19866.84
121931,M,25,161.39,37.95
121932,M,26,1.99,1.99
121933,F,40,148.51,91.73
121934,M,21,49.95,3.95
121935,M,24,40.92,7.92
121936,M,35,8019.82,13024.2
121937,M,51,73106.32,74904.42
121938,M,25,1376.92,36.1
121939,M,20,10.71,10.71
121940,F,24,4.65,4.65
121941,M,68,392983.95,393252.15
121942,F,32,50580.72,50608.27
121943,F,29,2378.29,209.7
121944,M,25,0.91,0.91
121945,M,35,1986.28,827.68
121946,M,44,23.44,23.44
121947,F,35,0,0
121948,M,26,7.74,7.74
121949,M,34,12063.48,11194.58
121950,M,19,26.38,1.38
121951,F,26,0.27,7742.02
121952,M,21,0,0.6
121953,M,31,551.73,6.63
121954,F,37,1452177.95,1451177.95
121955,M,29,56.11,54.78
121956,M,22,9720.77,9678.77
121957,F,31,202.35,202.35
121958,M,66,10345.82,7741.51
121959,M,34,1614.28,1276.06
121960,M,29,0,0
121961,M,58,52533.49,50966.98
121962,M,32,5245.41,5053.62
121963,M,36,2546.97,2546.97
121964,M,34,10.29,10.28
121965,M,29,23902.47,23818.46
121966,M,66,26062.39,26062.39
121967,M,28,9.4,79.3
121968,M,35,924.93,924.93
121969,M,38,0.73,0.92
121970,M,33,36.43,2.53
121971,M,51,4182.61,6887.61
121972,M,32,11.57,9.57
121973,M,37,0.88,13.67
121974,M,32,153.19,153.19
121975,M,29,203.34,387.54
121976,M,31,4.2,4.2
121977,M,32,0.21,0.21
121978,F,35,48.04,48.04
121979,M,32,31141.53,41.53
121980,M,23,254.23,254.23
121981,M,32,287391.3,267343.62
121982,M,46,10.55,10.55
121983,M,47,52973.45,71596.85
121984,M,20,26525.74,27090.48
121985,M,33,76.24,0
121986,M,38,15992.02,4053.73
121987,F,24,139.26,273.2
121988,M,29,22.24,17.24
121989,M,26,1.16,24.51
121990,M,30,317.5,0
121991,M,31,2069.47,653.47
121992,M,28,270.9,541.36
121993,M,50,383.87,1.87
121994,M,28,190.78,2289.99
121995,F,23,500,0
121996,M,24,1718.23,631.12
121997,M,64,547,547.13
121998,F,36,927.79,50296.16
121999,M,28,1618.25,103.9
122000,M,28,963.64,964.12
122001,F,29,0.82,0.82
122002,M,22,-9999,10
122003,F,22,214.09,69.94
122004,F,32,735.42,202.31
122005,M,25,92.53,42.02
122006,M,56,4390.52,4159.12
122007,M,33,0.39,0.39
122008,F,33,564.77,57.45
122009,M,24,0.08,0
122010,M,45,579.25,654.86
122011,M,35,0,0
122012,M,51,1102420.87,1102536.02
122013,M,62,78.58,78.58
122014,M,26,0,0
122015,M,34,1433.28,375.65
122016,M,33,3.84,5.58
122017,F,34,7065.4,6652.77
122018,M,38,11088.99,11088.99
122019,F,24,15.81,8.07
122020,M,56,158596.74,138045.34
122021,M,28,363.03,0.03
122022,M,31,11.18,11.18
122023,M,36,2.67,211.29
122024,F,22,1.17,0.52
122025,M,37,55637.75,4054.35
122026,F,27,38.72,2.22
122027,M,19,47.85,47.85
122028,F,35,0,0
122029,F,29,6130.88,2934.04
122030,M,40,809.97,643.31
122031,F,31,267.7,50.38
122032,M,41,84.94,85.48
122033,M,41,460.14,160.14
122034,M,35,179.74,703.73
122035,M,26,319.46,319.46
122036,M,41,17133.96,375.65
122037,F,24,333.53,1933.53
122038,M,20,0.09,0.86
122039,M,35,27.48,27.48
122040,M,21,0.9,0.9
122041,F,36,294.23,294.23
122042,M,41,26806.71,25829.61
122043,M,41,25.15,837.95
122044,M,36,123.23,156.56
122045,M,23,5000.62,4730.72
122046,M,30,0,0
122047,M,25,51603.33,50442.01
122048,M,21,480,214.35
122049,M,35,206.68,1512.11
122050,M,51,0.99,0.99
122051,M,35,157.76,4157.76
122052,M,37,58725.87,39.87
122053,M,22,21757.79,8.29
122054,M,20,75.4,5.52
122055,F,21,0,0
122056,F,40,90258.14,92285.45
122057,F,37,812.84,772.04
122058,M,40,13898.45,14198.41
122059,F,31,417.96,0
122060,M,24,1.57,1.57
122061,M,30,56.75,56.75
122062,M,29,122.83,63.33
122063,M,21,16.11,6.11
122064,M,28,0,0
122065,M,39,46181.5,13.18
122066,M,40,5.53,9.25
122067,M,40,646733.77,646466.2
122068,M,36,58.76,58.76
122069,M,29,5.7,5.93
122070,M,26,0,1.88
122071,F,42,598.47,1.94
122072,M,46,181794.77,84880.49
122073,F,44,167.8,167.8
122074,M,36,2494.96,2494.95
122075,M,47,48.96,8.96
122076,F,48,68356.16,70027.64
122077,F,31,156.13,142.37
122078,M,26,0,0
122079,M,51,3993.1,3338.7
122080,M,25,1.02,1.02
122081,F,35,693.63,1201.07
122082,M,41,234.12,44.82
122083,M,50,709.4,609.5
122084,M,45,8.94,116.64
122085,F,43,98972.51,836.28
122086,M,27,0.37,0.37
122087,F,43,111192.79,152366.09
122088,M,24,0,14.25
122089,M,29,244.6,240.78
122090,M,54,211.44,2910.56
122091,M,56,664.62,526.12
122092,M,59,3081.7,3051.9
122093,F,45,461.63,461.63
122094,M,30,5085.08,4938.28
122095,M,26,33.58,0.58
122096,F,50,4869.37,2566.73
122097,M,27,2317.92,1504.12
122098,M,56,701.51,1.51
122099,M,24,85172.61,89793.44
122100,M,40,2308758.94,0.94
122101,M,33,23262.68,32383.62
122102,F,19,91.01,9.61
122103,M,25,53.94,3407.27
122104,F,37,18.31,18.25
122105,F,28,221334.99,114222.18
122106,M,39,3012.23,4612.23
122107,F,43,63.67,36.17
122108,M,38,4337.95,37.95
122109,M,30,43.3,23.52
122110,M,26,20.34,189.59
122111,F,31,714.2,1404.48
122112,F,24,65.2,15.3
122113,M,26,17.3,17.3
122114,M,30,-9999,-9999
122115,M,35,78141.67,91215.05
122116,M,21,2.55,2.3
122117,M,23,270.31,117.31
122118,M,44,2.98,2.98
122119,F,32,1,1
122120,M,34,18307.26,0
122121,M,24,0,0
122122,M,38,8547.41,80.13
122123,M,33,0,0
122124,M,40,421.99,421.99
122125,M,19,0.27,0.27
122126,M,33,-9999,-9999
122127,M,33,55.65,55.65
122128,M,35,0,77.85
122129,F,34,0.95,0.95
122130,M,59,422.02,422.02
122131,M,27,543.46,543.46
122132,M,35,396164.67,396168.24
122133,M,29,45931.5,57782.64
122134,M,32,9337.99,7011.51
122135,M,33,68.56,79.77
122136,F,25,2633.28,512.81
122137,M,59,328.42,328.42
122138,F,32,400,0
122139,F,42,1.95,0.95
122140,M,42,3673.7,3673.7
122141,M,33,57.39,57.48
122142,M,30,64.15,6.5
122143,M,33,2172.74,86.74
122144,M,27,3178.19,1586.89
122145,M,29,0.42,0.42
122146,M,38,22908.02,22431.63
122147,F,33,510.92,136.69
122148,F,23,16.53,5.73
122149,M,65,28147.39,19977.51
122150,F,35,490.13,190.13
122151,M,36,1079.4,1079.4
122152,M,73,82930.82,83218.08
122153,F,25,57.55,263.43
122154,M,40,735.88,735.88
122155,M,32,638.86,421.76
122156,M,42,9218.43,4023.95
122157,M,36,4003.64,4003.64
122158,M,33,12.58,12.17
122159,M,50,-9999,-9999
122160,M,33,47531.44,46253.03
122161,M,35,2.38,2.38
122162,M,35,8547.83,5025.4
122163,M,39,1788.35,1788.35
122164,M,20,1.74,1.74
122165,F,33,839.48,401.08
122166,M,33,9.88,9.86
122167,F,30,52.46,5.02
122168,M,29,533.17,497.21
122169,F,57,2809.8,4990.35
122170,M,36,61998.31,64214.34
122171,M,41,113606.33,113695.47
122172,M,39,2.51,2.57
122173,M,29,1.22,1.22
122174,F,64,316729.6,331769.5
122175,M,31,991.8,6235.8
122176,M,41,417.74,23.74
122177,F,30,45077.95,60007.87
122178,F,34,21700.19,16748.38
122179,M,24,0,0
122180,M,23,3046.8,13.45
122181,M,31,294.6,294.6
122182,M,33,0,0
122183,M,34,160625.38,163687.11
122184,M,27,1.09,1.17
122185,M,37,11.4,11.4
122186,M,26,1.82,1.82
122187,M,44,702.36,0
122188,M,30,0.46,6.58
122189,M,44,46.4,46.4
122190,M,34,50439.94,29641.39
122191,F,25,491.97,23.22
122192,M,51,442.12,443.89
122193,F,27,643.03,366.21
122194,M,51,972.62,2.62
122195,M,29,400,0
122196,M,42,9386.84,3044.19
122197,M,41,51866.8,51014.2
122198,M,42,4832.85,6274.87
122199,M,29,10.84,88.7
122200,M,44,-9999,-9999
122201,M,43,4.68,4.68
122202,F,42,17.62,27.32
122203,M,49,8358.5,8345.4
122204,M,27,125.77,40.96
122205,M,23,5.2,5.2
122206,M,21,5.1,5.1
122207,M,36,13.69,13.69
122208,M,33,67272.97,61157.97
122209,M,32,17450.02,18602.68
122210,M,41,94.2,534.2
122211,M,35,-9999,-9999
122212,M,35,0,0
122213,M,24,4.83,822.22
122214,M,22,2.72,2.72
122215,M,44,766.22,766.22
122216,M,28,1.21,1.21
122217,M,32,0,0
122218,M,39,0,0
122219,M,58,1328.26,1088.26
122220,M,22,1.72,1.72
122221,M,50,459.41,405.41
122222,M,34,116.53,84.18
122223,F,31,208029.97,208382.52
122224,M,25,397.47,2.48
122225,M,30,16.69,28241.94
122226,M,18,1288.64,1245.34
122227,M,24,67.3,10.3
122228,M,30,2987.49,7.49
122229,M,30,3334.75,91.79
122230,F,31,40082.13,40082.13
122231,M,31,3.53,3.53
122232,M,37,281500.61,310097.51
122233,M,33,26292.94,15331.02
122234,M,32,3786,8453.28
122235,M,36,-9999,-9999
122236,F,39,0,0
122237,M,33,948.06,2126.06
122238,M,34,920.9,47.17
122239,M,36,9640.95,10396.59
122240,F,33,427.27,427.39
122241,M,30,1.38,1.68
122242,M,33,10602.3,10102.3
122243,M,34,9478.77,6702.27
122244,M,29,39.19,39.19
122245,M,34,348.93,34.93
122246,M,36,8.2,188.42
122247,M,46,16107.71,17644.72
122248,M,26,570.27,504.68
122249,M,46,86425.79,138656.64
122250,M,28,748.44,448.44
122251,M,35,411149.23,422387.89
122252,M,39,9716.3,30065.3
122253,M,35,268.97,1986.77
122254,M,21,9.84,9.84
122255,M,39,15.81,11.81
122256,M,29,4.29,4.29
122257,M,24,3.59,0
122258,F,40,0,0
122259,M,40,517.19,675.25
122260,M,38,52498.84,52498.83
122261,F,24,0,0
122262,M,48,390809.74,407149.84
122263,M,32,1.3,0
122264,M,62,0,18625.94
122265,M,41,3.97,3.97
122266,M,49,304762.36,298885.79
122267,M,37,23.22,23.22
122268,M,49,176496.51,195749.1
122269,M,49,4803.61,4768.53
122270,M,25,8.2,18.62
122271,M,33,178.27,178.28
122272,M,38,107640.54,102190.54
122273,M,27,4920.25,2715.68
122274,F,39,1883.43,18.46
122275,F,36,0,0
122276,M,41,3.57,3.57
122277,M,53,30795.07,29652.95
122278,M,40,1484.49,1084.49
122279,M,22,42.43,502.44
122280,M,29,46.65,46.65
122281,M,38,8509.58,596.21
122282,M,54,195.79,195.79
122283,M,34,0,0
122284,M,57,1500,0
122285,M,28,109.14,1.95
122286,M,28,2.49,94.34
122287,M,57,31895.16,35031.83
122288,M,31,942.65,1962.65
122289,M,34,64.81,12.37
122290,M,27,0.35,0.01
122291,M,20,0.82,0.82
122292,M,30,0,0
122293,M,27,3268.01,68.01
122294,M,44,4.23,167.43
122295,M,59,3740.44,6010.44
122296,F,59,113.37,113.37
122297,F,27,9769.29,8328.44
122298,F,32,90.28,2235.53
122299,F,37,27.17,149.6
122300,F,29,4.38,1205
122301,M,61,534.14,434.14
122302,F,37,107.92,145.52
122303,F,35,39.92,39.92
122304,M,44,124240.5,126122.67
122305,M,42,13.74,13.74
122306,M,25,850.2,269.13
122307,M,41,6152.67,2329.77
122308,M,44,698.23,698.23
122309,M,29,38.46,0.46
122310,M,32,1758.87,2819.47
122311,M,31,1.19,540.65
122312,M,39,5323.18,4672.24
122313,F,34,9.42,9.42
122314,F,46,555609.53,590163.08
122315,M,22,147.07,98.09
122316,M,47,1282.34,1282.34
122317,M,28,130598.58,185030.1
122318,M,34,29.69,4189.69
122319,M,37,0.14,0.14
122320,M,73,801.25,801.25
122321,M,47,2333277.13,2311586.27
122322,M,29,4.76,4.76
122323,M,31,13532.57,643
122324,F,31,48.91,15.61
122325,M,38,6.07,5.07
122326,M,33,0,0
122327,M,29,1096.69,116.39
122328,M,20,3.34,3.34
122329,F,32,123018.8,127018.8
122330,M,27,12.89,14.46
122331,M,38,11180,16978.93
122332,M,34,595.84,453.44
122333,F,41,14.04,45.71
122334,M,40,4888.94,4933.3
122335,M,25,1.01,1.01
122336,M,57,184019.52,176953.95
122337,M,40,4157.35,157.35
122338,M,26,3663.4,2610.6
122339,M,30,166.86,166.86
122340,M,39,3914.15,4069.15
122341,M,35,0.91,0.91
122342,M,41,4.99,5.01
122343,M,33,290.51,7.46
122344,M,42,204.67,204.67
122345,M,24,0.98,0.98
122346,M,28,22400.9,0.9
122347,F,51,23.36,23.36
122348,F,36,1.78,1.78
122349,M,48,14147.61,12269.14
122350,M,46,63548.22,63576.58
122351,M,24,0,0
122352,M,50,37.58,37.58
122353,F,40,531.33,13.01
122354,F,24,2.43,0.28
122355,F,29,0.75,1.38
122356,F,36,851264.88,857544.22
122357,M,33,83.21,83.21
122358,M,24,3181.44,4563.08
122359,M,24,3.27,23.27
122360,M,36,47788.55,52659.55
122361,F,31,15.76,108.76
122362,M,41,-9999,-9999
122363,M,26,998.59,19.56
122364,M,23,0.06,4.09
122365,M,22,3.27,3.27
122366,F,28,1.67,1.67
122367,M,48,68.86,104.03
122368,M,39,50331.76,50360.28
122369,F,28,0,0
122370,M,33,506.54,506.35
122371,M,31,118.98,118.98
122372,M,45,7.98,7.98
122373,M,38,3.09,0.01
122374,M,30,1997.05,3.24
122375,M,33,38.36,38.36
122376,M,26,0.35,0.35
122377,M,31,50523.07,541.31
122378,M,26,178.99,134.09
122379,M,35,0,0
122380,M,28,0.11,0.11
122381,M,30,1.11,276.72
122382,M,30,48.54,210.54
122383,M,25,0,4.58
122384,M,32,14220.28,24120.28
122385,M,31,0.16,0.16
122386,F,30,310.49,45.76
122387,F,34,68.14,16.89
122388,M,27,4.78,29.78
122389,M,41,37,0
122390,M,31,0.87,3.65
122391,M,23,52.27,67.87
122392,M,28,49.18,3403.58
122393,F,28,14.49,14.49
122394,M,21,0.73,0.73
122395,M,33,425.61,9048.88
122396,M,30,4.76,4.76
122397,M,46,1,1
122398,M,42,20.82,20.82
122399,M,42,98590.09,98490.09
122400,M,32,52912.3,43327.82
122401,M,38,23953.65,5205.7
122402,M,33,10882.86,4882.86
122403,M,34,19,119
122404,M,30,14.42,6.5
122405,M,21,25.46,0.46
122406,M,40,483.15,483.15
122407,M,32,65149.84,73788.19
122408,M,40,798.69,38.69
122409,F,37,1250.49,12.09
122410,M,43,2.71,2.67
122411,M,28,819.78,794.78
122412,M,29,5933.16,5106.11
122413,M,30,1951.73,0
122414,M,37,1067.21,1067.21
122415,M,31,587.69,2.81
122416,M,37,14686.84,1686.84
122417,M,32,12463.19,2840.64
122418,M,26,26.55,13.55
122419,M,30,79.06,29.08
122420,M,56,38.9,39.88
122421,M,32,0.9,0.9
122422,M,29,0.15,0.15
122423,M,36,32648.54,27374.64
122424,F,21,412.62,200.82
122425,F,57,4029.14,0
122426,M,26,745.76,845.76
122427,M,38,72.01,72.01
122428,M,28,20111.4,22028.94
122429,M,53,61.83,44.25
122430,F,23,29.67,12.14
122431,F,31,821.82,34.66
122432,M,26,248.05,200.15
122433,M,28,50409.52,50298.67
122434,M,35,55424.31,53033.5
122435,M,29,102050.75,42050.75
122436,F,21,2.76,2.66
122437,M,31,5215.52,4162.18
122438,M,37,1.65,1.65
122439,M,41,461.37,36.97
122440,M,25,0.2,0
122441,M,29,29.59,29.59
122442,M,23,461.97,171.97
122443,M,46,1.46,46.74
122444,F,29,5.49,5.49
122445,M,24,0.17,35.17
122446,F,32,17556.42,17556.42
122447,F,27,954.37,384.26
122448,F,32,55042.81,49298.92
122449,M,27,103.38,103.38
122450,M,25,0,0
122451,M,49,124.69,74.69
122452,M,51,93327.55,91261.85
122453,M,42,15255.7,13719.26
122454,M,18,5107.76,5706.15
122455,M,26,378.37,18.5
122456,F,28,0.12,0.12
122457,F,25,0,0
122458,M,48,0,0
122459,M,23,103.59,641.92
122460,M,38,5.77,5.77
122461,M,23,12.06,12.06
122462,M,33,0,0
122463,M,40,28257.95,24125.03
122464,M,26,1135.26,631.5
122465,M,23,490.6,0.6
122466,F,29,50.02,50.02
122467,F,22,19.18,54.4
122468,M,34,-9999,-9999
122469,M,54,811.61,811.61
122470,M,24,549.16,126.86
122471,F,24,55.38,55.38
122472,M,31,8109.49,6100.39
122473,F,32,3082.86,3258.4
122474,M,29,16291.49,14881.44
122475,M,28,493.41,91.1
122476,F,29,1.24,0
122477,M,26,6682.51,5930.94
122478,M,23,278.12,0.84
122479,F,31,17.97,17.97
122480,M,19,0.99,0.99
122481,M,56,164.88,164.88
122482,M,26,444.37,0.33
122483,M,20,1628.61,1589.6
122484,M,33,-9999,-9999
122485,M,29,31.87,31.87
122486,M,21,6284.58,6280.78
122487,M,25,0,0
122488,M,37,214,359
122489,M,29,356.21,418.68
122490,F,33,656,52.71
122491,F,26,1515.43,8.52
122492,M,27,401.91,401.91
122493,F,31,13740.49,13740.49
122494,M,32,6107.97,794.97
122495,M,23,1.5,1.5
122496,F,34,37.87,17.87
122497,M,28,1141.76,941.86
122498,F,34,569.96,569.96
122499,M,37,123.68,23.68
122500,M,34,502.5,57.1
122501,M,31,350.97,347.57
122502,M,33,20317.31,10347.31
122503,M,45,10748.94,12731.61
122504,M,24,224.1,82.37
122505,M,33,0,0
122506,F,30,0.45,8.93
122507,M,44,1478.15,797.42
122508,F,48,10124.65,5124.65
122509,F,37,115158.64,110676.62
122510,F,51,33.49,13.88
122511,M,36,8.1,9.1
122512,M,21,0,0
122513,M,35,25284.76,66250.31
122514,M,21,0,8.43
122515,M,29,31.04,64.91
122516,M,67,814382.96,828663.88
122517,M,41,88606.54,86369.14
122518,M,31,1089.79,95.27
122519,M,38,230.87,232.87
122520,F,22,202.58,27.12
122521,M,42,14.97,14.97
122522,M,34,16097.37,0
122523,M,29,5875.47,8369.92
122524,M,32,2465.61,1277.26
122525,M,37,0,0
122526,F,24,3.86,3.86
122527,F,31,86.84,97.04
122528,M,33,3070.76,1712.58
122529,M,29,2923.12,23.12
122530,M,36,34282.56,47478.7
122531,M,37,2841.41,20445.25
122532,M,28,0.98,0.44
122533,M,27,621.96,391.96
122534,F,41,3871.55,3133.41
122535,M,33,0.54,0.54
122536,M,32,7270.34,677.08
122537,M,36,842.31,0
122538,M,24,2.79,0
122539,M,18,1285.78,1200.55
122540,M,34,0,0
122541,M,19,4.25,9.25
122542,M,34,22.17,4318.82
122543,M,30,2.88,1.56
122544,M,40,6344.24,6344.24
122545,F,32,926.7,0
122546,M,32,3143.98,2573.98
122547,M,51,7228.57,466.1
122548,M,30,1178.88,1178.88
122549,M,60,444.99,164.74
122550,M,30,45.53,0
122551,M,38,2254.29,1832.28
122552,M,24,71.64,7.54
122553,M,44,127.86,127.86
122554,M,32,759.36,456.33
122555,F,63,174.32,120.02
122556,M,37,171275.39,79205.29
122557,M,22,453.51,253.51
122558,\N,\N,-9999,-9999
122559,M,24,33.54,55.8
122560,M,41,37.49,37.49
122561,F,32,100630.51,70.51
122562,M,48,73.59,29.1
122563,M,48,12434.89,3047.41
122564,M,48,213.94,213.94
122565,M,35,36.96,2.92
122566,M,38,1648.21,20820.95
122567,M,32,0,0
122568,M,26,30082.9,31944.19
122569,M,32,2301.8,701.8
122570,F,30,26.28,26.28
122571,F,42,19.87,18.87
122572,M,33,37557.88,37182.19
122573,M,72,54.63,54.63
122574,M,36,3.01,3.01
122575,M,20,2.12,2.12
122576,M,35,175.93,175.93
122577,M,38,53527.77,42282.24
122578,M,52,737010.64,786802.06
122579,M,52,117161.64,117161.64
122580,M,29,9868.85,7058.16
122581,M,43,680.87,1098.87
122582,M,25,0,0
122583,M,39,35.04,35.04
122584,M,40,2913.01,0.01
122585,F,26,52.56,52.56
122586,M,32,23829.58,47242.03
122587,M,32,1137.5,9085.4
122588,M,37,13275.58,12126.03
122589,M,25,18.32,0.32
122590,M,29,11281.92,13715.88
122591,M,37,2199.67,0.57
122592,M,26,0,0
122593,M,34,996.6,996.6
122594,M,26,20.96,20.46
122595,M,29,9.24,9.89
122596,M,38,0,0
122597,M,37,1990.52,61
122598,M,38,151.07,289.52
122599,M,30,3444.58,6401.71
122600,M,36,0,13.33
122601,M,18,0.19,0.19
122602,M,32,81.07,81.07
122603,M,59,100661.92,661.92
122604,M,23,0.11,0.11
122605,M,28,10,10
122606,F,23,0.75,0.75
122607,M,34,0,0
122608,M,26,1935.5,108.82
122609,M,30,152.42,133.5
122610,M,23,58.29,58.29
122611,M,37,10166.34,10082.65
122612,F,34,13840.77,13657.14
122613,M,30,2523.29,4782.19
122614,M,25,623.49,115.12
122615,M,25,4927.76,13979.84
122616,M,42,73.23,73.23
122617,M,31,29375.02,35996.97
122618,M,22,0.81,0.81
122619,M,31,3079.04,627.04
122620,F,31,5615.43,5628.69
122621,M,38,5043.21,14986.23
122622,F,41,4435.82,20856.94
122623,M,39,0,30
122624,M,38,4.11,4.11
122625,M,24,15.12,0.02
122626,M,33,0,8.92
122627,M,38,14546.32,12563.96
122628,M,35,52502.35,11.93
122629,M,37,235.4,235.45
122630,M,28,0,0
122631,F,38,6510.03,7447.32
122632,M,29,2475.77,11699.42
122633,F,28,561.63,905.73
122634,M,42,125.22,91.42
122635,M,38,4047.88,14.38
122636,M,49,136788.27,136788.27
122637,M,30,1858.84,0.84
122638,M,33,6182.45,6081.15
122639,F,51,1675.87,5795.87
122640,M,40,2.33,2.33
122641,M,44,10667.85,1219.85
122642,M,25,18,18
122643,M,39,839.88,307.17
122644,M,36,87.14,355.68
122645,F,56,1371.87,19371.87
122646,M,37,0.27,0.27
122647,M,47,53.59,53.59
122648,M,40,129.37,4004.37
122649,F,24,40.06,200.7
122650,M,55,615.04,8615.04
122651,F,46,30.21,38.63
122652,M,30,39062.76,7557.47
122653,M,33,27333.51,27333.01
122654,M,29,0.08,0.08
122655,M,31,0.39,0.39
122656,M,27,260.57,229.16
122657,M,49,209.36,209.36
122658,M,33,133196.64,133224.02
122659,F,31,280.41,178.88
122660,M,36,7268.2,3464.7
122661,M,25,3.09,3.09
122662,F,23,306.75,2.75
122663,M,29,11430.84,1808.98
122664,M,21,3.55,1.66
122665,M,22,17652.34,9674.53
122666,F,37,9.63,9.63
122667,M,38,329.63,297.63
122668,M,30,19185.96,11156.96
122669,M,38,43747.54,43766.97
122670,F,30,44.53,48.9
122671,M,44,96242.24,95520.54
122672,M,48,11034.52,834.52
122673,M,31,737.33,530.65
122674,M,29,100,0
122675,M,31,1.58,1.58
122676,M,27,51.55,51.55
122677,M,81,246066.83,251056.83
122678,F,39,190.42,21.68
122679,M,28,189.43,95.93
122680,M,27,11.73,515.88
122681,F,50,2703.45,2203.45
122682,M,32,42925.48,23425.48
122683,F,56,940.1,940.1
122684,M,35,782.18,14.54
122685,M,23,53.18,0
122686,M,34,58.71,58.71
122687,M,31,146499.01,117.01
122688,M,31,11289.8,11410.25
122689,M,38,812.76,10812.76
122690,M,29,55779.77,1254.19
122691,M,30,6.41,7.66
122692,M,50,0,0
122693,M,43,7146.38,546.38
122694,M,32,0,0.2
122695,M,29,0,53.04
122696,M,36,18.32,18.32
122697,M,33,18.33,18.33
122698,M,24,40.76,4495.64
122699,M,42,625.78,2654.21
122700,F,42,29.85,3.25
122701,M,36,0.61,6.61
122702,F,31,1400,0
122703,M,56,197.88,231.08
122704,M,24,1.14,80.14
122705,M,33,88.14,88.14
122706,M,38,183600.87,37858.44
122707,M,52,7916.89,8665.96
122708,M,51,333.09,333.09
122709,M,25,1700,0
122710,M,22,4.1,3.1
122711,M,22,3262.74,2642.24
122712,M,39,8.78,8.78
122713,M,40,707.71,710.16
122714,M,38,58.66,1794.1
122715,F,33,275.48,848.64
122716,M,28,693.82,271.52
122717,M,27,55604.69,63308.79
122718,M,29,1054.43,5726.05
122719,M,24,4.5,4.6
122720,M,27,0.05,1.41
122721,F,29,52.64,52.64
122722,M,30,103034.95,116101.39
122723,M,23,2269.28,502.98
122724,M,19,647.11,0
122725,M,51,100013.63,100013.66
122726,M,27,4.51,1.51
122727,M,40,10.03,10.01
122728,F,40,77.38,77.38
122729,M,22,0,108.5
122730,M,29,99.99,19.99
122731,M,22,0.47,0.47
122732,M,24,6.12,0
122733,M,40,68590.21,61042.41
122734,F,28,3703.08,33442.97
122735,M,34,84631.51,84631.51
122736,M,42,2459.38,2459.38
122737,M,28,2108.36,2746.08
122738,M,27,70119.82,70119.82
122739,M,34,6367.31,7567.31
122740,M,30,1972.36,447.64
122741,M,51,526208.52,482208.52
122742,M,25,38477.47,38180.06
122743,M,31,185226.97,182632.84
122744,F,26,0,0
122745,M,36,53.08,53.08
122746,M,35,1603.87,609.47
122747,M,27,6282.17,8883.67
122748,F,37,52258.07,60363.75
122749,M,65,0,0
122750,M,36,2599.81,22.01
122751,M,38,1354805.66,1341283.84
122752,M,36,5263.68,4524.58
122753,M,29,145.67,546.38
122754,M,28,11041.45,8524.19
122755,F,27,341.64,10.64
122756,M,56,-9999,-9999
122757,F,23,971.61,6.34
122758,M,31,32104.6,25298.85
122759,M,31,289.12,115.46
122760,M,32,92803.59,80445.67
122761,M,44,49604.81,49638.92
122762,M,46,6640.33,5192.45
122763,M,55,24.91,24.91
122764,M,49,30000,40000
122765,M,33,127.19,126.69
122766,M,36,16394.44,16394.44
122767,M,21,91.09,1222.64
122768,M,29,17301.17,16319.95
122769,M,34,3877.18,0
122770,M,24,666.58,162.38
122771,F,31,85530.24,96843.8
122772,M,35,2742.43,1552.49
122773,M,37,1492.31,1292.31
122774,M,49,71.28,71.28
122775,F,31,282.24,313.03
122776,M,25,102.82,27.82
122777,M,22,16.23,0.59
122778,M,27,0,548.43
122779,M,24,23.95,977.69
122780,F,51,39772.34,31398.66
122781,M,27,1393.66,154.92
122782,M,30,26.96,6.96
122783,F,49,67.15,67.15
122784,M,32,0,0
122785,M,29,15,15
122786,M,24,193.29,193.29
122787,M,30,260.73,9.63
122788,M,30,11.39,11.39
122789,F,25,1001.44,1.44
122790,M,24,43.23,18.23
122791,M,34,228.68,228.68
122792,M,24,111.09,4.17
122793,M,27,38.91,847.37
122794,M,32,451.47,1.47
122795,M,37,0.73,0.73
122796,M,28,29.13,0.13
122797,M,38,10000.02,10000.02
122798,M,32,84.88,42.52
122799,M,24,43,43
122800,M,32,543.88,543.92
122801,F,42,203519.77,203926.63
122802,M,36,25.51,25.51
122803,M,27,0,0
122804,M,25,7518.48,0.17
122805,M,45,29.35,29.35
122806,M,26,377.32,367.32
122807,M,36,4573.01,3738.31
122808,M,31,2.57,2.57
122809,M,35,361.01,344.63
122810,M,40,320.54,6012.69
122811,F,33,22.29,22.29
122812,M,27,119.82,27.82
122813,M,34,7861.83,2540.57
122814,M,27,4045.87,37.25
122815,M,29,9.58,179.94
122816,M,45,52855.42,51695.03
122817,M,30,4212.08,1284.58
122818,M,24,477.4,7.8
122819,M,27,12.83,12.83
122820,M,46,25521868.07,472202.95
122821,F,42,727.28,6445.18
122822,M,30,0.84,8041.08
122823,M,42,50804.69,60904.74
122824,M,26,278.13,904.42
